1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 51954, 565, 0, 0, 0, 0, 0, 0, 1946, 9513, 50, 0, 0, 0, 0, 0, 0, 172, 1752, 1, 0, 0, 0, 0, 0, 0, 30, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 347, 0, 0, 0, 0, 0, 0, 11, 34146, 7901, 0, 0, 0, 0, 0, 0, 3640, 214786, 1135, 0, 0, 0, 0, 0, 0, 2781, 16010, 61, 0, 0, 0, 0, 0, 0, 406, 1486, 13, 0, 0, 0, 0, 0, 0, 110, 948, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 693, 417, 0, 0, 0, 0, 0, 0, 23, 86595, 949, 0, 0, 0, 0, 0, 0, 3054, 15915, 244, 0, 0, 0, 0, 0, 0, 757, 9089, 58, 0, 0, 0, 0, 0, 0, 632, 1636, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 0, 0, 0, 0, 0, 0, 0, 943, 797, 0, 0, 0, 0, 0, 0, 7, 20590, 1853, 1, 0, 0, 0, 0, 0, 1562, 39975, 2439, 0, 0, 0, 0, 0, 0, 5649, 32954, 77, 0, 0, 0, 0, 0, 1, 1352, 1986, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 155, 0, 0, 0, 0, 0, 0, 3, 2174, 1650, 0, 0, 0, 0, 0, 0, 81, 168183, 5808, 0, 0, 0, 0, 0, 0, 14153, 94498, 870, 0, 0, 0, 0, 0, 1, 4444, 12387, 36, 0, 0, 0, 0, 0, 0, 728, 2780, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1537, 2172, 0, 0, 0, 0, 0, 0, 143, 164985, 1513, 0, 0, 0, 0, 0, 0, 4129, 24658, 160, 0, 0, 0, 0, 0, 0, 720, 2016, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1435, 375, 0, 0, 0, 0, 0, 0, 25, 105718, 22941, 0, 0, 0, 0, 0, 0, 12771, 361901, 266, 0, 0, 0, 0, 0, 0, 1486, 5755, 14, 0, 0, 0, 0, 0, 0, 366, 1030, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 813, 145, 0, 0, 0, 0, 0, 0, 43, 3706, 927, 0, 0, 0, 0, 0, 0, 174, 325170, 13831, 0, 0, 0, 0, 0, 0, 24859, 211425, 711, 0, 0, 0, 0, 0, 0, 6277, 10640, 19, 0, 0, 0, 0, 0, 0, 551, 1334, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4502, 1608, 0, 0, 0, 0, 0, 0, 256, 34934, 570, 0, 0, 0, 0, 0, 0, 2742, 14634, 10, 0, 0, 0, 0, 0, 0, 716, 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 178, 0, 0, 0, 0, 0, 0, 6, 65668, 9042, 1, 0, 0, 0, 0, 0, 5156, 228812, 12551, 0, 0, 0, 0, 0, 0, 24103, 185864, 491, 0, 0, 0, 0, 0, 0, 5157, 13337, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 340, 0, 0, 0, 0, 0, 0, 1, 118162, 1770, 0, 0, 0, 0, 0, 0, 4331, 34234, 193, 0, 0, 0, 0, 0, 0, 540, 4692, 59, 0, 0, 0, 0, 0, 0, 255, 5882, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 481, 0, 0, 0, 0, 0, 0, 6, 27986, 2475, 0, 0, 0, 0, 0, 0, 1903, 60817, 5749, 0, 0, 0, 0, 0, 1, 9699, 57657, 0, 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 7561, 1397, 0, 0, 0, 0, 0, 0, 521, 33914, 5, 0, 0, 0, 0, 0, 0, 114, 467, 0, 0, 0, 0, 0, 0, 0, 29, 481, 15, 0, 0, 0, 0, 0, 0, 60, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
